"","sub.id","sub.name","sub.sys","sub.status","pri.id","pri.name","pri.status","start","end"
"1232",15485,"PHILLIPS 66 COMPANY - SWEENY REFINERY","GT","ACTIVE",15485,"PHILLIPS 66 COMPANY - SWEENY REFINERY","Current",1995-05-03,2025-01-31
"1233",15485,"PHILLIPS 66 COMPANY - SWEENY REFINERY","HL","ACTIVE",15485,"PHILLIPS 66 COMPANY - SWEENY REFINERY","Current",1995-05-03,2025-01-31
"1234",15497,"PICAYUNE UTILITIES DEPT, CITY OF","GD","ACTIVE",15497,"PICAYUNE UTILITIES DEPT, CITY OF","Current",1995-04-20,2025-01-31
"1235",15504,"PICKENS COUNTY NATURAL GAS DISTRICT","GD","ACTIVE",15504,"PICKENS COUNTY NATURAL GAS DISTRICT","Current",1995-04-20,2025-01-31
"1236",15515,"PIEDMONT GAS CO","GD","ACTIVE",15515,"PIEDMONT GAS CO","Current",1995-05-24,2025-01-31
"1237",15518,"PIEDMONT NATURAL GAS CO INC","GD","ACTIVE",15518,"PIEDMONT NATURAL GAS CO INC","Current",1995-04-20,2025-01-31
"1238",15518,"PIEDMONT NATURAL GAS CO INC","GT","ACTIVE",15518,"PIEDMONT NATURAL GAS CO INC","Current",1995-04-20,2025-01-31
"1239",15525,"PIEDMONT WATER WORKS GAS & SEWER BOARD, CITY OF","GD","ACTIVE",15525,"PIEDMONT WATER WORKS GAS & SEWER BOARD, CITY OF","Current",1995-04-20,2025-01-31
"1240",15532,"PIERRE PART NATURAL GAS INC","GD","ACTIVE",18416,"SOUTH COAST GAS CO INC","Current",1995-04-20,2025-01-31
"1241",15540,"PIKE COUNTY LIGHT & POWER CO","GD","ACTIVE",14330,"Orange Rockland Util","Current",1995-05-24,2025-01-31
"1242",15546,"PIKE NATURAL GAS CO","GD","ACTIVE",15546,"PIKE NATURAL GAS CO","Current",1995-04-20,2025-01-31
"1243",15560,"PIKEVILLE GAS SYSTEM, TOWN OF","GD","ACTIVE",15560,"PIKEVILLE GAS SYSTEM, TOWN OF","Current",1995-05-24,2025-01-31
"1244",15567,"PINCKNEYVILLE MUNICIPAL GAS DEPT, CITY OF","GD","ACTIVE",15567,"PINCKNEYVILLE MUNICIPAL GAS DEPT, CITY OF","Current",1995-05-24,2025-01-31
"1245",15581,"PINELAND GAS DEPT, CITY OF","GD","ACTIVE",15581,"PINELAND GAS DEPT, CITY OF","Current",2018-02-14,2025-01-31
"1246",15589,"PINE PIPELINE INC","GT","ACTIVE",32099,"Energy Transfer","Current",2022-07-01,2025-01-31
"1247",15589,"PINE PIPELINE INC","GT","ACTIVE",4473,"Atmos","Superseded",1995-04-21,2022-06-30
"1248",15602,"PIONEER NATURAL RESOURCES","GT","ACTIVE",15602,"PIONEER NATURAL RESOURCES","Current",1987-06-04,2025-01-31
"1249",15616,"PITTSBORO GAS CO, TOWN OF","GD","ACTIVE",15616,"PITTSBORO GAS CO, TOWN OF","Current",1995-04-20,2025-01-31
"1250",15623,"PITTSBURG GAS SYSTEM, VILLAGE OF","GD","INACTIVE",15623,"PITTSBURG GAS SYSTEM, VILLAGE OF","Current",1995-04-20,2025-01-31
"1251",15630,"PITTSFIELD MUNICIPAL GAS UTILITY","GD","ACTIVE",15630,"PITTSFIELD MUNICIPAL GAS UTILITY","Current",1995-05-24,2025-01-31
"1252",15645,"PLACID PIPELINE COMPANY LLC","GT","ACTIVE",15645,"PLACID PIPELINE COMPANY LLC","Current",1987-06-04,2025-01-31
"1253",15645,"PLACID PIPELINE COMPANY LLC","HL","ACTIVE",15645,"PLACID PIPELINE COMPANY LLC","Current",1987-06-04,2025-01-31
"1254",15652,"PLAINS, CITY OF","GD","ACTIVE",15652,"PLAINS, CITY OF","Current",1995-04-20,2025-01-31
"1255",15652,"PLAINS, CITY OF","GT","ACTIVE",15652,"PLAINS, CITY OF","Current",1995-04-20,2025-01-31
"1256",15674,"PRODUCTS (SE) PIPE LINE CORPORATION","HL","ACTIVE",18092,"Kinder Morgan","Current",1987-06-04,2025-01-31
"1257",15679,"PLAQUEMINE, CITY OF","GD","ACTIVE",15679,"PLAQUEMINE, CITY OF","Current",1995-04-20,2025-01-31
"1258",15686,"PLATTSBURG GAS DEPT","GD","ACTIVE",15686,"PLATTSBURG GAS DEPT","Current",1995-05-24,2025-01-31
"1259",15700,"PLEASANT HILL GAS SYSTEM, VILLAGE OF","GD","ACTIVE",15700,"PLEASANT HILL GAS SYSTEM, VILLAGE OF","Current",1995-05-24,2025-01-31
"1260",15742,"PONCA GAS DEPT","GD","ACTIVE",15742,"PONCA GAS DEPT","Current",1995-04-20,2025-01-31
"1261",15755,"PONTOTOC, CITY OF","GD","ACTIVE",15755,"PONTOTOC, CITY OF","Current",1987-06-04,2025-01-31
"1262",15763,"PORT ALLEN MUNICIPAL SYSTEM","GD","ACTIVE",15763,"PORT ALLEN MUNICIPAL SYSTEM","Current",1995-04-20,2025-01-31
"1263",15770,"PORT BARRE MUNICIPAL SYSTEM","GD","ACTIVE",15770,"PORT BARRE MUNICIPAL SYSTEM","Current",1995-05-24,2025-01-31
"1264",15774,"NORTH DAKOTA PIPELINE COMPANY LLC","HL","ACTIVE",11169,"Enbridge","Current",1987-06-04,2025-01-31
"1265",15784,"PORTLAND NATURAL GAS SYSTEM","GD","ACTIVE",15784,"PORTLAND NATURAL GAS SYSTEM","Current",1995-04-20,2025-01-31
"1266",15786,"PORTLAND PIPE LINE CORPORATION","HL","ACTIVE",15786,"PORTLAND PIPE LINE CORPORATION","Current",1987-06-04,2025-01-31
"1267",15790,"PONTCHARTRAIN NATURAL GAS SYSTEM","GT","ACTIVE",31618,"Enterprise","Current",1995-04-21,2025-01-31
"1268",15790,"PONTCHARTRAIN NATURAL GAS SYSTEM","UNGS","ACTIVE",31618,"Enterprise","Current",2017-01-18,2025-01-31
"1269",15798,"POSEYVILLE MUNICIPLE GAS CO","GD","ACTIVE",15798,"POSEYVILLE MUNICIPLE GAS CO","Current",1995-04-20,2025-01-31
"1270",15812,"POTOSI, CITY OF","GD","ACTIVE",15812,"POTOSI, CITY OF","Current",1995-05-24,2025-01-31
"1271",15825,"WESTLAKE US 2 LLC","GT","ACTIVE",15825,"EAGLE US 2 LLC","Current",1995-06-01,2025-01-31
"1272",15825,"WESTLAKE US 2 LLC","HL","ACTIVE",15825,"EAGLE US 2 LLC","Current",2019-03-29,2025-01-31
"1273",15826,"POWELL CLINCH UTIL DIST","GD","ACTIVE",15826,"POWELL CLINCH UTIL DIST","Current",1995-04-20,2025-01-31
"1274",15828,"PRAIRIE VIEW GAS SYSTEM (AKA WALLER, CITY OF)","GD","ACTIVE",15828,"PRAIRIE VIEW GAS SYSTEM (AKA WALLER, CITY OF)","Current",1995-04-20,2025-01-31
"1275",15840,"PRESCOTT MUNICIPAL GAS SYSTEM (CITY OF LENOX)","GD","ACTIVE",15840,"PRESCOTT MUNICIPAL GAS SYSTEM (CITY OF LENOX)","Current",1995-05-24,2025-01-31
"1276",15845,"PRESQUE ISLE ELECTRIC & GAS COOPERATIVE","GD","ACTIVE",15845,"PRESQUE ISLE ELECTRIC & GAS COOPERATIVE","Current",1995-05-24,2025-01-31
"1277",15848,"PRESTON MUNICIPAL GAS UTILITIES","GD","ACTIVE",15848,"PRESTON MUNICIPAL GAS UTILITIES","Current",1995-04-20,2025-01-31
"1278",15851,"DELEK MARKETING AND SUPPLY, LP","HL","ACTIVE",11551,"DELEK LOGISTICS OPERATING, LLC.","Current",2023-02-15,2025-01-31
"1279",15851,"DELEK MARKETING AND SUPPLY, LP","HL","ACTIVE",15851,"DELEK MARKETING AND SUPPLY, LP","Superseded",1988-05-11,2023-02-14
"1280",15854,"PRESTONSBURG CITY UTILITIES","GD","ACTIVE",15854,"PRESTONSBURG CITY UTILITIES","Current",1995-04-20,2025-01-31
"1281",15861,"PRINCETON MUNICIPAL NATURAL GAS SYSTEM","GD","ACTIVE",15861,"PRINCETON MUNICIPAL NATURAL GAS SYSTEM","Current",1995-05-24,2025-01-31
"1282",15889,"PROVENCAL NATURAL GAS SERVICE","GD","ACTIVE",15889,"PROVENCAL NATURAL GAS SERVICE","Current",1987-06-04,2025-01-31
"1283",15903,"PROVIDENCE, CITY OF","GD","ACTIVE",15903,"PROVIDENCE, CITY OF","Current",1995-04-20,2025-01-31
"1284",15910,"PRYOR MUNICIPAL UTILITY BOARD","GD","ACTIVE",15910,"PRYOR MUNICIPAL UTILITY BOARD","Current",1995-05-24,2025-01-31
"1285",15915,"PIPELINES OF PUERTO RICO INCD, THE","HL","ACTIVE",15915,"PIPELINES OF PUERTO RICO INCD, THE","Current",2006-12-18,2025-01-31
"1286",15915,"PIPELINES OF PUERTO RICO INCD, THE","HL","ACTIVE",15915,"PIPELINES OF PUERTO RICO INCD, THE","Superseded",1988-11-01,2006-12-17
"1287",15931,"PUBLIC SERVICE CO OF COLORADO","GD","ACTIVE",31636,"Xcel Energy","Current",1995-05-24,2025-01-31
"1288",15931,"PUBLIC SERVICE CO OF COLORADO","GT","ACTIVE",31636,"Xcel Energy","Current",1995-05-24,2025-01-31
"1289",15931,"PUBLIC SERVICE CO OF COLORADO","UNGS","ACTIVE",15931,"PUBLIC SERVICE CO OF COLORADO","Current",2017-01-18,2025-01-31
"1290",15938,"PUBLIC SERVICE CO OF NORTH CAROLINA","GD","ACTIVE",15938,"PUBLIC SERVICE CO OF NORTH CAROLINA","Current",1995-05-24,2025-01-31
"1291",15938,"PUBLIC SERVICE CO OF NORTH CAROLINA","GT","ACTIVE",15938,"PUBLIC SERVICE CO OF NORTH CAROLINA","Current",1995-05-24,2025-01-31
"1292",15952,"PUBLIC SERVICE ELECTRIC & GAS CO","GD","ACTIVE",15952,"PUBLIC SERVICE ELECTRIC & GAS CO","Current",1995-04-20,2025-01-31
"1293",15952,"PUBLIC SERVICE ELECTRIC & GAS CO","GT","ACTIVE",15952,"PUBLIC SERVICE ELECTRIC & GAS CO","Current",1995-04-20,2025-01-31
"1294",15966,"PULASKI NATURAL GAS DEPT","GD","ACTIVE",15966,"PULASKI NATURAL GAS DEPT","Current",1995-04-20,2025-01-31
"1295",15979,"ERGON TERMINALING, INC.","HL","ACTIVE",15979,"ERGON TRUCKING, INC.","Current",1995-11-06,2025-01-31
"1296",16010,"QUINCY MUNICIPAL GAS SYSTEM, CITY OF","GD","ACTIVE",16010,"QUINCY MUNICIPAL GAS SYSTEM, CITY OF","Current",1995-04-20,2025-01-31
"1297",16020,"QUITMAN GAS DEPT, CITY OF","GD","ACTIVE",16020,"QUITMAN GAS DEPT, CITY OF","Current",1995-04-20,2025-01-31
"1298",16667,"ENERGY NORTH NATURAL GAS INC","GD","ACTIVE",16667,"ENERGY NORTH NATURAL GAS INC","Current",1989-02-01,2025-01-31
"1299",16667,"ENERGY NORTH NATURAL GAS INC","GT","ACTIVE",16667,"ENERGY NORTH NATURAL GAS INC","Current",1989-02-01,2025-01-31
"1300",17058,"STERLING NATURAL GAS INC","GD","ACTIVE",17058,"STERLING NATURAL GAS INC","Current",1995-05-24,2025-01-31
"1301",17060,"RAMONA PUBLIC WORKS","GD","ACTIVE",17060,"RAMONA PUBLIC WORKS","Current",1995-05-24,2025-01-31
"1302",17070,"RANGELY, TOWN OF","GD","ACTIVE",17070,"RANGELY, TOWN OF","Current",1995-04-20,2025-01-31
"1303",17080,"RANKIN MUNICIPAL SYSTEM, CITY OF","GD","ACTIVE",17080,"RANKIN MUNICIPAL SYSTEM, CITY OF","Current",1995-04-20,2025-01-31
"1304",17090,"RATON GAS TRANSMISSION CO","GT","ACTIVE",17090,"Raton","Current",1995-04-20,2025-01-31
"1305",17110,"READING, CITY OF","GD","ACTIVE",17110,"READING, CITY OF","Current",1995-04-20,2025-01-31
"1306",17130,"RED BAY NATURAL GAS SYSTEM, TOWN OF","GD","ACTIVE",17130,"RED BAY NATURAL GAS SYSTEM, TOWN OF","Current",1995-04-20,2025-01-31
"1307",17140,"RED BIRD GAS AUTH","GD","ACTIVE",17140,"RED BIRD GAS AUTH","Current",1987-06-04,2025-01-31
"1308",17160,"RED BUD UTILITIES, CITY OF","GD","ACTIVE",17160,"RED BUD UTILITIES, CITY OF","Current",1995-04-20,2025-01-31
"1309",17180,"REEDY CREEK UTILITY CO INC","GD","ACTIVE",17180,"REEDY CREEK UTILITY CO INC","Current",1987-06-04,2025-01-31
"1310",17200,"REKLAW NATURAL GAS SYSTEM","GD","ACTIVE",17200,"REKLAW NATURAL GAS SYSTEM","Current",1995-05-24,2025-01-31
"1311",17210,"REMSEN MUNICIPAL UTILITIES, TOWN OF","GD","ACTIVE",17210,"REMSEN MUNICIPAL UTILITIES, TOWN OF","Current",1995-05-24,2025-01-31
"1312",17230,"RENSSELAER MUNICIPAL GAS SYSTEM, CITY OF","GD","ACTIVE",17230,"RENSSELAER MUNICIPAL GAS SYSTEM, CITY OF","Current",1995-04-20,2025-01-31
"1313",17240,"RESERVE GAS CO INC","GD","ACTIVE",17240,"RESERVE GAS CO INC","Current",1995-04-20,2025-01-31
"1314",17350,"RICHLAND GAS DEPT, CITY OF","GD","ACTIVE",17350,"RICHLAND GAS DEPT, CITY OF","Current",1995-05-24,2025-01-31
"1315",17360,"RICHMOND, CITY OF","GD","ACTIVE",17360,"RICHMOND, CITY OF","Current",1995-05-24,2025-01-31
"1316",17390,"RICHMOND NATURAL GAS & SEWAGE WKS","GD","ACTIVE",17390,"RICHMOND NATURAL GAS & SEWAGE WKS","Current",1995-04-20,2025-01-31
"1317",17400,"RIDGETOP NATURAL GAS DEPT, CITY OF","GD","ACTIVE",17400,"RIDGETOP NATURAL GAS DEPT, CITY OF","Current",1995-05-24,2025-01-31
"1318",17405,"HERMAN RIEMER GAS CO","GD","ACTIVE",17405,"HERMAN RIEMER GAS CO","Current",1995-04-20,2025-01-31
"1319",17470,"RIPLEY GAS DEPT, TOWN OF","GD","ACTIVE",17470,"RIPLEY GAS DEPT, TOWN OF","Current",1995-04-20,2025-01-31
"1320",17475,"RIPLEY PUBLIC WORKS AUTH","GD","ACTIVE",17475,"RIPLEY PUBLIC WORKS AUTH","Current",1995-05-24,2025-01-31
"1321",17480,"RIPLEY GAS SYSTEM","GD","ACTIVE",17480,"RIPLEY GAS SYSTEM","Current",1995-04-20,2025-01-31
"1322",17490,"RISING STAR CITY UTILITIES","GD","ACTIVE",17490,"RISING STAR CITY UTILITIES","Current",1987-06-04,2025-01-31
"1323",17510,"VILLAGE OF RIVERTON","GD","ACTIVE",17510,"VILLAGE OF RIVERTON","Current",1995-04-20,2025-01-31
"1324",17520,"ROACHDALE GAS DEPARTMENT","GD","ACTIVE",17520,"ROACHDALE GAS DEPARTMENT","Current",1995-04-20,2025-01-31
"1325",17540,"ROANOKE GAS CO","GD","ACTIVE",17540,"ROANOKE GAS CO","Current",1995-05-24,2025-01-31
"1326",17540,"ROANOKE GAS CO","GT","ACTIVE",17540,"ROANOKE GAS CO","Current",1995-05-24,2025-01-31
"1327",17550,"ROANOKE UTILITIES BOARD","GD","ACTIVE",17550,"ROANOKE UTILITIES BOARD","Current",1995-05-24,2025-01-31
"1328",17556,"ROBERTSDALE GAS SYSTEM, CITY OF","GD","ACTIVE",17556,"ROBERTSDALE GAS SYSTEM, CITY OF","Current",1995-06-06,2025-01-31
"1329",17560,"ROBSTOWN GAS SYSTEM, CITY OF","GD","ACTIVE",17560,"ROBSTOWN GAS SYSTEM, CITY OF","Current",1995-04-20,2025-01-31
"1330",17570,"ROCHESTER GAS & ELECTRIC CORP","GD","ACTIVE",13420,"NY SEG","Current",1995-05-24,2025-01-31
"1331",17570,"ROCHESTER GAS & ELECTRIC CORP","GT","ACTIVE",13420,"NY SEG","Current",1995-05-24,2025-01-31
"1332",17583,"ROCK RAPIDS MUNC UTIL","GD","ACTIVE",17583,"ROCK RAPIDS MUNC UTIL","Current",1995-04-20,2025-01-31
"1333",17590,"ROCKFORD GAS BOARD, TOWN OF","GD","ACTIVE",17590,"ROCKFORD GAS BOARD, TOWN OF","Current",1995-04-20,2025-01-31
"1334",17600,"ROCKWOOD NATURAL GAS SYSTEM","GD","ACTIVE",17600,"ROCKWOOD NATURAL GAS SYSTEM","Current",1995-04-20,2025-01-31
"1335",17610,"ROCKY MOUNT MUNICIPAL SYSTEM, CITY OF","GD","ACTIVE",17610,"ROCKY MOUNT MUNICIPAL SYSTEM, CITY OF","Current",1995-05-24,2025-01-31
"1336",17620,"ROCKY MOUNTAIN NATURAL GAS LLC","GT","ACTIVE",15359,"BLACK HILLS","Current",2016-02-16,2025-01-31
"1337",17620,"ROCKY MOUNTAIN NATURAL GAS LLC","GT","ACTIVE",10030,"SourceGas","Superseded",1995-04-20,2016-02-15
"1338",17620,"ROCKY MOUNTAIN NATURAL GAS LLC","UNGS","ACTIVE",15359,"BLACK HILLS","Current",2017-01-18,2025-01-31
"1339",17640,"ROLFE MUNICIPAL GAS SYSTEM","GD","ACTIVE",17640,"ROLFE MUNICIPAL GAS SYSTEM","Current",1995-06-06,2025-01-31
"1340",17660,"ROMA GAS DEPT, CITY OF","GD","ACTIVE",17660,"ROMA GAS DEPT, CITY OF","Current",1995-06-06,2025-01-31
"1341",17670,"ROODHOUSE ILLINOIS, CITY OF","GD","ACTIVE",17670,"ROODHOUSE ILLINOIS, CITY OF","Current",1995-04-20,2025-01-31
"1342",17681,"ROSEBURG FOREST PRODUCTS CO","GD","ACTIVE",17681,"ROSEBURG FOREST PRODUCTS CO","Current",1995-04-21,2025-01-31
"1343",17681,"ROSEBURG FOREST PRODUCTS CO","GT","ACTIVE",17681,"ROSEBURG FOREST PRODUCTS CO","Current",1995-04-21,2025-01-31
"1344",17690,"ROSSVILLE MUNICIPAL GAS SYSTEM","GD","ACTIVE",17690,"ROSSVILLE MUNICIPAL GAS SYSTEM","Current",1995-04-20,2025-01-31
"1345",17720,"ROYSTON GAS DEPT, CITY OF","GD","ACTIVE",17720,"ROYSTON GAS DEPT, CITY OF","Current",1995-05-24,2025-01-31
"1346",17730,"ROZEL MUNICIPAL GAS SYSTEM, CITY OF","GD","ACTIVE",17730,"ROZEL MUNICIPAL GAS SYSTEM, CITY OF","Current",1995-05-24,2025-01-31
"1347",17750,"RUSSELVILLE GAS BOARD","GD","ACTIVE",17750,"RUSSELVILLE GAS BOARD","Current",1995-05-24,2025-01-31
"1348",18004,"SABINAL, CITY OF","GD","ACTIVE",18004,"SABINAL, CITY OF","Current",1995-04-20,2025-01-31
"1349",18012,"SABINE PIPELINE LLC","GT","INACTIVE",32005,"EnLink Midstream","Current",2014-11-01,2025-01-31
"1350",18012,"SABINE PIPELINE LLC","GT","INACTIVE",2731,"Chevron","Superseded",1995-05-03,2014-10-31
"1351",18016,"SABULA MUNICIPAL GAS","GD","ACTIVE",18016,"SABULA MUNICIPAL GAS","Current",1995-05-24,2025-01-31
"1352",18020,"SAC CITY MUNICIPAL GAS UTIL","GD","ACTIVE",18020,"SAC CITY MUNICIPAL GAS UTIL","Current",1987-06-04,2025-01-31
"1353",18024,"SACO MUNICIPAL GAS SERVICE","GD","ACTIVE",18024,"SACO MUNICIPAL GAS SERVICE","Current",1995-04-20,2025-01-31
"1354",18028,"SAFFORD UTILITIES DIV, CITY OF","GD","ACTIVE",18028,"SAFFORD UTILITIES DIV, CITY OF","Current",1995-05-24,2025-01-31
"1355",18032,"ST AMANT GAS CO INC","GD","ACTIVE",18032,"ST AMANT GAS CO INC","Current",1987-06-04,2025-01-31
"1356",18048,"ST CROIX VALLEY NATURAL GAS CO INC","GD","ACTIVE",18048,"ST CROIX VALLEY NATURAL GAS CO INC","Current",1995-04-20,2025-01-31
"1357",18052,"ST FRANCISVILLE, TOWN OF","GD","ACTIVE",18052,"ST FRANCISVILLE, TOWN OF","Current",1995-05-24,2025-01-31
"1358",18056,"ST JAMES PARISH UTILITIES","GD","ACTIVE",18056,"ST JAMES PARISH UTILITIES","Current",1995-04-20,2025-01-31
"1359",18068,"ST JOSEPH GAS DEPT, TOWN OF","GD","ACTIVE",18068,"ST JOSEPH GAS DEPT, TOWN OF","Current",1995-04-20,2025-01-31
"1360",18084,"ST LAWRENCE GAS CO INC","GD","ACTIVE",18084,"ST LAWRENCE GAS CO INC","Current",1995-04-20,2025-01-31
"1361",18084,"ST LAWRENCE GAS CO INC","GT","ACTIVE",18084,"ST LAWRENCE GAS CO INC","Current",1995-04-20,2025-01-31
"1362",18088,"SALEM, CITY OF","GD","ACTIVE",18088,"SALEM, CITY OF","Current",1995-05-24,2025-01-31
"1363",18092,"SFPP, LP","HL","ACTIVE",18092,"Kinder Morgan","Current",1989-06-07,2025-01-31
"1364",18104,"CPS ENERGY","GD","ACTIVE",18104,"CPS ENERGY","Current",1995-05-24,2025-01-31
"1365",18104,"CPS ENERGY","GT","ACTIVE",18104,"CPS ENERGY","Current",1995-05-24,2025-01-31
"1366",18108,"SANBORN MUNICIPAL GAS DISTRICT","GD","ACTIVE",18108,"SANBORN MUNICIPAL GAS DISTRICT","Current",1995-05-24,2025-01-31
"1367",18112,"SAN DIEGO GAS & ELECTRIC CO","GD","ACTIVE",18112,"SAN DIEGO GAS & ELECTRIC CO","Current",1995-05-24,2025-01-31
"1368",18112,"SAN DIEGO GAS & ELECTRIC CO","GT","ACTIVE",18112,"SAN DIEGO GAS & ELECTRIC CO","Current",1995-05-24,2025-01-31
"1369",18116,"SAN JUAN GAS ACQUISITION CORPORATION","GD","ACTIVE",18116,"SAN JUAN GAS CO","Current",1995-05-24,2025-01-31
"1370",18124,"SAVANNAH PUBLIC UTILITY DEPT","GD","ACTIVE",18124,"SAVANNAH PUBLIC UTILITY DEPT","Current",1995-04-20,2025-01-31
"1371",18132,"SAWYER GAS DEPT, CITY OF","GD","ACTIVE",18132,"SAWYER GAS DEPT, CITY OF","Current",1995-05-24,2025-01-31
"1372",18136,"SCOTT MUNICIPAL SYSTEM, TOWN OF","GD","ACTIVE",18136,"SCOTT MUNICIPAL SYSTEM, TOWN OF","Current",1987-06-04,2025-01-31
"1373",18140,"SCOTTSBORO WATER SEWER & GAS BOARD","GD","ACTIVE",18140,"SCOTTSBORO WATER SEWER & GAS BOARD","Current",1995-04-20,2025-01-31
"1374",18144,"SCOTTSVILLE GAS CO","GD","ACTIVE",18144,"SCOTTSVILLE GAS CO","Current",1995-05-24,2025-01-31
"1375",18152,"SEA ROBIN PIPELINE CO","GT","ACTIVE",32099,"Energy Transfer","Current",2013-06-01,2025-01-31
"1376",18152,"SEA ROBIN PIPELINE CO","GT","ACTIVE",15105,"Southern Union","Superseded",1995-04-20,2013-05-31
"1377",18156,"SEADRIFT PIPELINE LLC","GT","ACTIVE",18156,"SEADRIFT PIPELINE CORP","Current",1995-05-03,2025-01-31
"1378",18156,"SEADRIFT PIPELINE LLC","UNGS","ACTIVE",39760,"THE DOW CHEMICAL COMPANY, SDO","Current",2017-01-18,2025-01-31
"1379",18160,"SEALY GAS DEPT, CITY OF","GD","ACTIVE",18160,"SEALY GAS DEPT, CITY OF","Current",1995-04-20,2025-01-31
"1380",18172,"SEILING PUBLIC WORKS AUTH","GD","ACTIVE",18172,"SEILING PUBLIC WORKS AUTH","Current",1995-05-24,2025-01-31
"1381",18176,"SELMER NATURAL GAS SYSTEM","GD","ACTIVE",18176,"SELMER NATURAL GAS SYSTEM","Current",1995-04-20,2025-01-31
"1382",18178,"SENATOBIA MUNICIPAL GAS SYSTEM","GD","ACTIVE",18178,"SENATOBIA MUNICIPAL GAS SYSTEM","Current",1995-04-20,2025-01-31
"1383",18188,"HAINES PIPELINE SERVICE, INC.","GD","INACTIVE",18188,"HAINES PIPELINE SERVICE, INC.","Current",1995-05-24,2025-01-31
"1384",18192,"SEVIER COUNTY UTIL DIST","GD","ACTIVE",18192,"SEVIER COUNTY UTIL DIST","Current",1995-04-20,2025-01-31
"1385",18199,"JOHN H. HAYS","GT","INACTIVE",18199,"JOHN H. HAYS","Current",1995-04-21,2025-01-31
"1386",18201,"SENECA RESOURCES COMPANY, LLC","GT","INACTIVE",18201,"SENECA RESOURCES CORP","Current",1995-04-20,2025-01-31
"1387",18201,"SENECA RESOURCES COMPANY, LLC","HL","INACTIVE",18201,"SENECA RESOURCES CORP","Current",1995-04-20,2025-01-31
"1388",18224,"SHANNON MUNICIPLE GAS SYSTEM","GD","ACTIVE",18224,"SHANNON MUNICIPLE GAS SYSTEM","Current",1987-06-04,2025-01-31
"1389",18228,"SHARON GAS DEPT, CITY OF","GD","ACTIVE",18228,"SHARON GAS DEPT, CITY OF","Current",1995-04-20,2025-01-31
"1390",18248,"SHAWNEETOWN MUNICIPAL GAS SYSTEM","GD","ACTIVE",18248,"SHAWNEETOWN MUNICIPAL GAS SYSTEM","Current",1995-04-20,2025-01-31
"1391",18249,"SHEEHAN GAS CO INC","GD","ACTIVE",18249,"SHEEHAN GAS CO INC","Current",1995-05-24,2025-01-31
"1392",18252,"SHEFFIELD GAS DEPARTMENT","GD","ACTIVE",18252,"SHEFFIELD GAS DEPARTMENT","Current",1995-05-24,2025-01-31
"1393",18256,"SHELBINA GAS DEPT, CITY OF","GD","ACTIVE",18256,"SHELBINA GAS DEPT, CITY OF","Current",1995-05-24,2025-01-31
"1394",18260,"SHELBY GAS ASSOCIATION","GD","ACTIVE",18260,"SHELBY GAS ASSOCIATION","Current",1995-04-20,2025-01-31
"1395",18264,"SHELBY GAS DEPT, CITY OF","GD","ACTIVE",18264,"SHELBY GAS DEPT, CITY OF","Current",1995-05-24,2025-01-31
"1396",18272,"SHELDON GAS CO","GD","ACTIVE",18272,"SHELDON GAS CO","Current",1995-04-20,2025-01-31
"1397",18273,"SHELL PIPELINE CORP","GT","ACTIVE",31174,"Shell","Current",1995-05-03,2025-01-31
"1398",18275,"SHELL CHEMICAL CO","HL","ACTIVE",18275,"SHELL CHEMICAL CO","Current",1995-05-03,2025-01-31
"1399",18288,"SHELLMAN GAS DEPT, TOWN OF","GD","ACTIVE",18288,"SHELLMAN GAS DEPT, TOWN OF","Current",1995-05-24,2025-01-31
"1400",18300,"SHUQUALAK GAS DEPT, CITY OF","GD","INACTIVE",18300,"SHUQUALAK GAS DEPT, CITY OF","Current",1995-05-24,2025-01-31
"1401",18304,"SICILY ISLAND GAS CO","GD","ACTIVE",18304,"SICILY ISLAND GAS CO","Current",1995-06-06,2025-01-31
"1402",18308,"NV Energy","GD","ACTIVE",18308,"NV Energy","Current",1995-04-20,2025-01-31
"1403",18308,"NV Energy","GT","ACTIVE",18308,"NV Energy","Current",1995-04-20,2025-01-31
"1404",18328,"SIMMESPORT NATURAL GAS SYSTEM, TOWN OF","GD","ACTIVE",18328,"SIMMESPORT NATURAL GAS SYSTEM, TOWN OF","Current",1987-06-04,2025-01-31
"1405",18332,"SIMS MUNICIPAL GAS SYSTEM, VILLAGE OF","GD","ACTIVE",18332,"SIMS MUNICIPAL GAS SYSTEM, VILLAGE OF","Current",1995-04-20,2025-01-31
"1406",18336,"SIOUX CENTER MUNICIPAL GAS UTILITY","GD","ACTIVE",18336,"SIOUX CENTER MUNICIPAL GAS UTILITY","Current",1995-04-20,2025-01-31
"1407",18336,"SIOUX CENTER MUNICIPAL GAS UTILITY","GT","ACTIVE",18336,"SIOUX CENTER MUNICIPAL GAS UTILITY","Current",1995-04-20,2025-01-31
"1408",18340,"SIPCO GAS TRANSMISSION CORP","GT","INACTIVE",18340,"SIPCO GAS TRANSMISSION CORP","Current",1991-05-10,2025-01-31
"1409",18352,"SLAUGHTER MUNICIPAL GAS SYSTEM, TOWN OF","GD","ACTIVE",18352,"SLAUGHTER MUNICIPAL GAS SYSTEM, TOWN OF","Current",1995-06-06,2025-01-31
"1410",18360,"SLICK PUBLIC WORKS AUTH","GD","ACTIVE",18360,"SLICK PUBLIC WORKS AUTH","Current",1989-06-21,2025-01-31
